Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31 00:00:00.000000,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,131.8769989013672,99116600
2021-01-04 00:00:00.000000,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,128.6171112060547,143301900
2021-01-05 00:00:00.000000,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,130.20729064941406,97664900
2021-01-06 00:00:00.000000,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,125.82432556152344,155088000
2021-01-07 00:00:00.000000,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,130.11785888671875,109578200
2021-01-08 00:00:00.000000,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,131.2409210205078,105158200
2021-01-11 00:00:00.000000,129.19000244140625,130.1699981689453,128.5,128.97999572753906,128.1897430419922,100384500
2021-01-12 00:00:00.000000,128.5,129.69000244140625,126.86000061035156,128.8000030517578,128.01083374023438,91951100
2021-01-13 00:00:00.000000,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,130.08802795410156,88636800
2021-01-14 00:00:00.000000,130.8000030517578,131.0,128.75999450683594,128.91000366210938,128.1201934814453,90221800
2021-01-15 00:00:00.000000,128.77999877929688,130.22000122070312,127.0,127.13999938964844,126.36100769042969,111598500
2021-01-19 00:00:00.000000,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,127.04678344726562,90757300
2021-01-20 00:00:00.000000,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,131.22105407714844,104319500
2021-01-21 00:00:00.000000,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,136.03138732910156,120150900
2021-01-22 00:00:00.000000,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,138.21792602539062,114459400
2021-01-25 00:00:00.000000,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,142.04432678222656,157611700
2021-01-26 00:00:00.000000,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,142.28286743164062,98390600
2021-01-27 00:00:00.000000,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,141.18960571289062,140843800
2021-01-28 00:00:00.000000,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,136.2500457763672,142621100
2021-01-29 00:00:00.000000,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,131.15147399902344,177523800
2021-02-01 00:00:00.000000,133.75,135.3800048828125,130.92999267578125,134.13999938964844,133.31809997558594,106239800
2021-02-02 00:00:00.000000,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,134.1629180908203,83305400
2021-02-03 00:00:00.000000,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,133.11936950683594,89880900
2021-02-04 00:00:00.000000,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,136.5482177734375,84183100
2021-02-05 00:00:00.000000,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,136.1251678466797,75693800
2021-02-08 00:00:00.000000,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,136.2744903564453,71297200
2021-02-09 00:00:00.000000,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,135.37864685058594,76774200
2021-02-10 00:00:00.000000,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,134.7615203857422,73046600
2021-02-11 00:00:00.000000,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,134.50274658203125,64280000
2021-02-12 00:00:00.000000,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,134.74160766601562,60145100
2021-02-16 00:00:00.000000,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,132.57176208496094,80576300
2021-02-17 00:00:00.000000,131.25,132.22000122070312,129.47000122070312,130.83999633789062,130.232666015625,97918500
2021-02-18 00:00:00.000000,129.1999969482422,130.0,127.41000366210938,129.7100067138672,129.10789489746094,96856700
2021-02-19 00:00:00.000000,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,129.2671661376953,87668800
2021-02-22 00:00:00.000000,128.00999450683594,129.72000122070312,125.5999984741211,126.0,125.41513061523438,103916400
2021-02-23 00:00:00.000000,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,125.27577209472656,158273000
2021-02-24 00:00:00.000000,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,124.76814270019531,111039900
2021-02-25 00:00:00.000000,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,120.42838287353516,148199500
2021-02-26 00:00:00.000000,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,120.69712829589844,164560400
2021-03-01 00:00:00.000000,123.75,127.93000030517578,122.79000091552734,127.79000091552734,127.19682312011719,116307900
2021-03-02 00:00:00.000000,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,124.5392074584961,102260900
2021-03-03 00:00:00.000000,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,121.493408203125,112966300
2021-03-04 00:00:00.000000,121.75,123.5999984741211,118.62000274658203,120.12999725341797,119.5723648071289,178155000
2021-03-05 00:00:00.000000,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,120.85638427734375,153766600
2021-03-08 00:00:00.000000,120.93000030517578,121.0,116.20999908447266,116.36000061035156,115.81986999511719,154376600
2021-03-09 00:00:00.000000,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,120.52791595458984,129525800
2021-03-10 00:00:00.000000,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,119.42308044433594,111943300
2021-03-11 00:00:00.000000,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,121.39387512207031,103026500
2021-03-12 00:00:00.000000,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,120.46819305419922,88105100
2021-03-15 00:00:00.000000,121.41000366210938,124.0,120.41999816894531,123.98999786376953,123.41445922851562,92403800
2021-03-16 00:00:00.000000,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,124.98712158203125,115227900
2021-03-17 00:00:00.000000,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,124.1808853149414,111932600
2021-03-18 00:00:00.000000,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,119.97051239013672,121229700
2021-03-19 00:00:00.000000,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,119.43302154541016,185549500
2021-03-22 00:00:00.000000,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,122.81724548339844,111912300
2021-03-23 00:00:00.000000,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,121.97119140625,95467100
2021-03-24 00:00:00.000000,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,119.53255462646484,88530500
2021-03-25 00:00:00.000000,119.54000091552734,121.66000366210938,119.0,120.58999633789062,120.03023529052734,98844700
2021-03-26 00:00:00.000000,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,120.6473617553711,94071200
2021-03-29 00:00:00.000000,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,120.82652282714844,80819200
2021-03-30 00:00:00.000000,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,119.34343719482422,85671900
2021-03-31 00:00:00.000000,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,121.58300018310547,118323800
2021-04-01 00:00:00.000000,123.66000366210938,124.18000030517578,122.48999786376953,123.0,122.42904663085938,75089100
2021-04-05 00:00:00.000000,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,125.31559753417969,88651200
2021-04-06 00:00:00.000000,126.5,127.12999725341797,125.6500015258789,126.20999908447266,125.62415313720703,80171300
2021-04-07 00:00:00.000000,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,127.30630493164062,83466700
2021-04-08 00:00:00.000000,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,129.7548828125,88844600
2021-04-09 00:00:00.000000,129.8000030517578,133.0399932861328,129.47000122070312,133.0,132.38262939453125,106686700
2021-04-12 00:00:00.000000,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,130.6308135986328,91420000
2021-04-13 00:00:00.000000,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,133.8059844970703,91266500
2021-04-14 00:00:00.000000,134.94000244140625,135.0,131.66000366210938,132.02999877929688,131.41712951660156,87222800
2021-04-15 00:00:00.000000,133.82000732421875,135.0,133.63999938964844,134.5,133.87567138671875,89347100
2021-04-16 00:00:00.000000,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,133.53726196289062,84922400
2021-04-19 00:00:00.000000,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,134.21408081054688,94264200
2021-04-20 00:00:00.000000,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,132.49212646484375,94812300
2021-04-21 00:00:00.000000,132.36000061035156,133.75,131.3000030517578,133.5,132.8802947998047,68847100
2021-04-22 00:00:00.000000,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,131.3275604248047,84566500
2021-04-23 00:00:00.000000,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,133.69650268554688,78657500
2021-04-26 00:00:00.000000,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,134.0946502685547,66905100
